bathrooms,description,floor,location1,location2,price,price_m2,rooms,size,location,position
1.0,"""Edificio emblemático y señorial, situado en el distrito Centro, próximo a Sol, ubicación inmejorable ya que se ...",1ª,"calle Duque de Rivas, nº 8",Sol (Distrito Centro. Madrid Capital),440.000,6.111,1.0,72,"calle Duque de Rivas, nº 8, Sol (Distrito Centro. Madrid Capital)","{'lat': 40.4132376, 'lng': -3.7066023}"
4.0,"Superf. 260 m², útil 224 m²,  5 habitaciones (3 dobles,  2 individuales),  3 baños,  1 aseo, cocina, lavadero, c...",3ª,calle Julio  Palacios,La Paz (Distrito Fuencarral-El Pardo. Madrid Capital),910.000,3.500,5.0,260,"calle Julio  Palacios, La Paz (Distrito Fuencarral-El Pardo. Madrid Capital)","{'lat': 40.483578, 'lng': -3.6938038}"
1.0,"Vivienda exterior en pleno centro del barrio de Pacífico, rodeado de servicios y a pocos minutos del metro.

Se ...",,calle Granada,Pacífico (Distrito Retiro. Madrid Capital),280.000,3.500,2.0,80,"calle Granada, Pacífico (Distrito Retiro. Madrid Capital)","{'lat': 40.4041921, 'lng': -3.6777837}"
1.0,"Preciosa vivienda en una de las zonas más exclusivas de Madrid en el barrio de Coronales, distrito de Barajas. C...",2ª,"Apartamento en calle Babilonia, Madrid, nº 33",Corralejos (Distrito Barajas. Madrid Capital),237.000,3.434,1.0,69,"Apartamento en calle Babilonia, Madrid, nº 33, Corralejos (Distrito Barajas. Madrid Capital)","{'lat': 40.47271, 'lng': -3.575715}"
2.0,"OPORTUNIDAD:Estupendo piso en venta en la zona de San Fermín, perteneciente a este distrito, más concretamente a...",2ª,calle Popular Madrileña,San Fermín (Distrito Usera. Madrid Capital),179.000,2.105,2.0,85,"calle Popular Madrileña, San Fermín (Distrito Usera. Madrid Capital)","{'lat': 40.3712519, 'lng': -3.693128799999999}"
1.0,"""Edificio emblemático y señorial, situado en el distrito Centro, próximo a Sol, ubicación inmejorable ya que se ...",1ª,"calle Duque de Rivas, nº 8",Sol (Distrito Centro. Madrid Capital),440.000,8.627,1.0,51,"calle Duque de Rivas, nº 8, Sol (Distrito Centro. Madrid Capital)","{'lat': 40.4132376, 'lng': -3.7066023}"
1.0,"Bonito piso  1ª planta exterior, reformado a estrenar en la zona de goya con doctor esquerdo, muy bien comunicad...",1ª,Apartamento en calle de los Fundadores,Fuente del Berro (Distrito Salamanca. Madrid Capital),260.000,4.814,1.0,54,"Apartamento en calle de los Fundadores, Fuente del Berro (Distrito Salamanca. Madrid Capital)","{'lat': 40.4250762, 'lng': -3.666206}"
1.0,"Piso en la mejor zona de Chinchón, distribuido en salón-comedor, dos dormitorios, cocina, baño, balcón, trastero...",1ª,Chinchón,Chinchón,83.000,954,2.0,87,"Chinchón, Chinchón","{'lat': 40.1402665, 'lng': -3.4221687}"
4.0,"En la mejor zona de Madrid, ubicado en un edificio emblemático de la ciudad, totalmente rehabilitado en 2015, en...",5ª,calle Velazquez,Castellana (Distrito Salamanca. Madrid Capital),1.800.000,8.910,4.0,202,"calle Velazquez, Castellana (Distrito Salamanca. Madrid Capital)","{'lat': 40.432906, 'lng': -3.6834876}"
2.0,"Oficina en el Barrio de Salamanca, en un buen edificio con portal representativo, goza de unos techos muy altos,...",,calle Claudio Coello,Castellana (Distrito Salamanca. Madrid Capital),1.040.000,4.770,,218,"calle Claudio Coello, Castellana (Distrito Salamanca. Madrid Capital)","{'lat': 40.438168, 'lng': -3.690905}"
1.0,"Excelente piso reformado a 3 minutos del nuevo C. C. Puerta de Algete con increíbles vistas, sí, en pleno centro...",3ª,Apartamento en Algete,Algete,175.000,1.750,3.0,100,"Apartamento en Algete, Algete","{'lat': 40.6077595, 'lng': -3.5022347}"
1.0,"''tecnocasa'' le ofrece este fabuloso piso en fernando en catolico
Excelente finca.
Terraza.
4 dormitorios,
...",3ª,calle Fernando El Catolico,Cortes-Huertas (Distrito Centro. Madrid Capital),575.000,4.107,4.0,140,"calle Fernando El Catolico, Cortes-Huertas (Distrito Centro. Madrid Capital)","{'lat': 40.434181, 'lng': -3.7118537}"
1.0,"Tu casa a la carta te invita a conocer interesante inmueble en pleno centro de Madrid, en 
 el Barrio de Malasañ...",1ª,calle Valverde,Universidad-Malasaña (Distrito Centro. Madrid Capital),742.000,4.666,4.0,159,"calle Valverde, Universidad-Malasaña (Distrito Centro. Madrid Capital)","{'lat': 40.42193049999999, 'lng': -3.701791499999999}"
1.0,"No cobramos comision a los compradores. Piso reformado hace dos años, es un bajo muy luminoso, distribuido en sa...",0,calle Santiago Massarnau,Ventas (Distrito Ciudad Lineal. Madrid Capital),239.000,2.715,2.0,88,"calle Santiago Massarnau, Ventas (Distrito Ciudad Lineal. Madrid Capital)","{'lat': 40.4305815, 'lng': -3.6585984}"
3.0,"No cobramos honorarios al comprador. Trato directo con la propiedad, total transparencia. Al final del anuncio p...",,Pinar de Chamartin,Costillares (Distrito Ciudad Lineal. Madrid Capital),690.000,4.156,4.0,166,"Pinar de Chamartin, Costillares (Distrito Ciudad Lineal. Madrid Capital)","{'lat': 40.473685, 'lng': -3.6718324}"
1.0,"""Edificio emblemático y señorial, situado en el distrito Centro, próximo a Sol, ubicación inmejorable ya que se ...",1ª,"calle Duque de Rivas, nº 8",Sol (Distrito Centro. Madrid Capital),440.000,5.238,1.0,84,"calle Duque de Rivas, nº 8, Sol (Distrito Centro. Madrid Capital)","{'lat': 40.4132376, 'lng': -3.7066023}"
2.0,Espectacular vivienda recién reformada en el centro de torrelodones! . La vivienda consta de un gran salón con c...,2ª,"Apartamento en calle Flor de Lis, Torrelodones",Los Ángeles-Jarandilla (Torrelodones),335.000,2.537,3.0,132,"Apartamento en calle Flor de Lis, Torrelodones, Los Ángeles-Jarandilla (Torrelodones)","{'lat': 40.5763741, 'lng': -3.9328117}"
1.0,"Piso de 100m2 en cuarta planta interior, inmejorable ubicación, en esquina con C/Gran Via y Plaza de Callao. Muy...",4ª,Universidad-Malasaña,Universidad-Malasaña (Distrito Centro. Madrid Capital),390.000,3.900,2.0,100,"Universidad-Malasaña, Universidad-Malasaña (Distrito Centro. Madrid Capital)","{'lat': 40.4233716, 'lng': -3.7077922}"
2.0,1º B Port.6-Tipo 3. Piso en una finca de obra nueva de 109 m2 de superficie construida y emplazado en la zona de...,,"calle de Noruega Con Avda. de Francia,  S/N",Zona Europa (Arroyomolinos),184.813,1.695,3.0,109,"calle de Noruega Con Avda. de Francia,  S/N, Zona Europa (Arroyomolinos)","{'lat': 40.285022, 'lng': -3.9202917}"
1.0,"""Edificio emblemático y señorial, situado en el distrito Centro, próximo a Sol, ubicación inmejorable ya que se ...",1ª,"calle Duque de Rivas 8, nº 8",Sol (Distrito Centro. Madrid Capital),440.000,6.111,1.0,72,"calle Duque de Rivas 8, nº 8, Sol (Distrito Centro. Madrid Capital)","{'lat': 40.4132376, 'lng': -3.7066023}"
1.0,"""Si deseas vivir en una casa totalmente reformada y amueblada, con mucha luz, amplios espacios, en un barrio con...",,calle Velez Rubio,Apóstol Santiago (Distrito Hortaleza. Madrid Capital),174.000,2.676,2.0,65,"calle Velez Rubio, Apóstol Santiago (Distrito Hortaleza. Madrid Capital)","{'lat': 40.4778195, 'lng': -3.661428899999999}"
1.0,"Inmueble alquilado hasta el 31-08-19. Exterior, muy luminoso en zona tranquila de Canillejas bien comunicado con...",2ª,"calle Canal de Bosforo, nº 62",Canillejas (Distrito San Blas. Madrid Capital),220.000,2.444,3.0,90,"calle Canal de Bosforo, nº 62, Canillejas (Distrito San Blas. Madrid Capital)","{'lat': 40.440814, 'lng': -3.6094564}"
1.0,Piso dúplex de dos dormitorios y un baño ubicado en un edificio de ocho alturas sobre rasante con ascensor. Se e...,," Fernando I,  8",Garena (Distrito Chorrillo-Garena. Alcalá de Henares),174.000,1.661,2.0,105," Fernando I,  8, Garena (Distrito Chorrillo-Garena. Alcalá de Henares)","{'lat': 40.48049169999999, 'lng': -3.3930413}"
2.0,"Redpiso Usera Vende en exclusiva apartamento de 2 dormitorios, baño, cocina y terraza. Ventanas climalit, Aire A...",8ª,calle Nicolas Godoy,Almendrales (Distrito Usera. Madrid Capital),147.260,3.272,2.0,45,"calle Nicolas Godoy, Almendrales (Distrito Usera. Madrid Capital)","{'lat': 40.3864562, 'lng': -3.6996399}"
2.0,"URGE VENTA. Precioso piso en urbanización de lujo, consta de 2 dormitorios y 2 baños, salón independiente, cocin...",1ª,Apartamento en Fuencarral,Montecarmelo (Distrito Fuencarral-El Pardo. Madrid Capital),410.000,4.100,2.0,100,"Apartamento en Fuencarral, Montecarmelo (Distrito Fuencarral-El Pardo. Madrid Capital)","{'lat': 40.42082000000001, 'lng': -3.706486299999999}"
2.0,"Boher gestión inmobiliaria vende: magnífico y exclusivo ático, de 75 metros construidos, 60 metros útiles, mas  ...",7ª,calle de Juan Bravo,Lista (Distrito Salamanca. Madrid Capital),765.000,10.200,2.0,75,"calle de Juan Bravo, Lista (Distrito Salamanca. Madrid Capital)","{'lat': 40.4325851, 'lng': -3.6766014}"
1.0,"Piso procedente de banco, bajo exterior distribuido en salón-comedro, cocina, dos dormitorios y un baño. Necesit...",0,calle Inventores,Hellín (Distrito San Blas. Madrid Capital),101.170,1.806,2.0,56,"calle Inventores, Hellín (Distrito San Blas. Madrid Capital)","{'lat': 40.4329561, 'lng': -3.619044799999999}"
2.0,"Precioso piso totalmente reformado a estrenar con materiales de primera calidad 160m² útiles, exterior, muy lumi...",3ª,Avenida Reina Victoria,Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital),885.000,5.531,4.0,160,"Avenida Reina Victoria, Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital)","{'lat': 40.4468241, 'lng': -3.7109836}"
1.0,"Atico de 20 m2, 5º planta, con ventanas en todas las estancias. Muy luminoso.
El inmueble se distribuye en salón...",5ª,Universidad-Malasaña,Universidad-Malasaña (Distrito Centro. Madrid Capital),129.000,6.142,1.0,21,"Universidad-Malasaña, Universidad-Malasaña (Distrito Centro. Madrid Capital)","{'lat': 40.4233716, 'lng': -3.7077922}"
2.0,"""""Último piso exterior, hacía zona ajardinada, vistas despejadas.
Orientación Sur y Este.
Amplio y bonito portal...",6ª,calle Nieremberg,Ciudad Jardín (Distrito Chamartín. Madrid Capital),480.000,3.609,3.0,133,"calle Nieremberg, Ciudad Jardín (Distrito Chamartín. Madrid Capital)","{'lat': 40.4476716, 'lng': -3.6719187}"
2.0,"Vivienda plurifamiliar de segunda mano, cuenta con tres dormitorios, dos cuartos de baño, una terraza, y traster...",2ª,calle Extremadura,San Martín de la Vega,170.600,1.983,3.0,86,"calle Extremadura, San Martín de la Vega","{'lat': 40.215664, 'lng': -3.5828738}"
2.0,"Buen piso en el barrio de Goya en finca moderna de 98 m²construidos, para actualizar. La distribución de la vivi...",3ª,Avenida Fuente del Berro,Ibiza (Distrito Retiro. Madrid Capital),500.000,5.102,2.0,98,"Avenida Fuente del Berro, Ibiza (Distrito Retiro. Madrid Capital)","{'lat': 40.4249584, 'lng': -3.6709023}"
3.0,"Boher gestión inmobiliaria vende: magnífico ático en la calle velázquez, para reforma integral, muchas posibilid...",5ª,calle de Velázquez,Recoletos (Distrito Salamanca. Madrid Capital),1.800.000,10.778,3.0,167,"calle de Velázquez, Recoletos (Distrito Salamanca. Madrid Capital)","{'lat': 40.432906, 'lng': -3.6834876}"
1.0,"Entorno
 Todos los servicios cerca, autobuses 72, 107 y n 2, metro (línea 4-parque de santa maria), centros com...",,calle Santa Susana,Pinar del Rey (Distrito Hortaleza. Madrid Capital),245.000,3.266,3.0,75,"calle Santa Susana, Pinar del Rey (Distrito Hortaleza. Madrid Capital)","{'lat': 40.4786845, 'lng': -3.644007199999999}"
3.0,"Magnifico piso para inversores, se vende la nuda propiedad, piso de 201 m², 3 dormitorios, salón independiente, ...",4ª,calle Buen Suceso,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),605.000,2.552,3.0,237,"calle Buen Suceso, Argüelles (Distrito Moncloa-Aravaca. Madrid Capital)","{'lat': 40.4285619, 'lng': -3.7183692}"
2.0,"Piso VPO, primer piso con ascensor. Vivienda distribuida en hall, tres habitaciones, dos cuartos de baño, cocina...",1ª,calle Alfonso VI,Espartales (Distrito Ensanche-Espartales. Alcalá de Henares),180.000,1.651,3.0,109,"calle Alfonso VI, Espartales (Distrito Ensanche-Espartales. Alcalá de Henares)","{'lat': 40.5101181, 'lng': -3.363134}"
2.0,Magnífico piso de 114m² (97m² de vivienda + 17m² de comunes) en Retiro. Salón independiente de 22m² con terraza ...,5ª,"calle Téllez, nº 5",Pacífico (Distrito Retiro. Madrid Capital),490.000,4.298,3.0,114,"calle Téllez, nº 5, Pacífico (Distrito Retiro. Madrid Capital)","{'lat': 40.4039134, 'lng': -3.6825287}"
2.0,VT-10. Portal 5. 1º A. Piso en un inmueble de obra nueva de 128 m2 de superficie construida y situado en la zona...,1ª,"calle Adolfo Marsillach,  S/N","Puerta de Madrid, El Juncal (Distrito Reyes Católicos. Alcalá de Henares)",261.700,2.038,3.0,128,"calle Adolfo Marsillach,  S/N, Puerta de Madrid, El Juncal (Distrito Reyes Católicos. Alcalá de Henares)","{'lat': 40.363596, 'lng': -3.5944417}"
2.0,"Boher gestión inmobiliaria vende: bonito piso en una de las mejores zonas de madrid, en la calle monte esquinza,...",2ª,calle del Monte Esquinza,Almagro (Distrito Chamberí. Madrid Capital),515.000,6.688,2.0,77,"calle del Monte Esquinza, Almagro (Distrito Chamberí. Madrid Capital)","{'lat': 40.4288066, 'lng': -3.6920336}"
1.0,"SE VENDE, piso dos dormitorios, salón con cocina americana, cuarto de baño con bañera hidromasaje.
Totalmente re...",,Vicálvaro,Ambroz (Distrito Vicálvaro. Madrid Capital),142.050,2.492,2.0,57,"Vicálvaro, Ambroz (Distrito Vicálvaro. Madrid Capital)","{'lat': 40.4098909, 'lng': -3.6169718}"
1.0,"C/garcilaso - apartamento tipo duplex. Abajo: salon, cocina y baño. Arriba: dormitorio. Ideal inversion.",,calle Garcilaso,Trafalgar (Distrito Chamberí. Madrid Capital),96.000,6.400,1.0,15,"calle Garcilaso, Trafalgar (Distrito Chamberí. Madrid Capital)","{'lat': 40.4315553, 'lng': -3.6996448}"
1.0,"Estupendo piso exterior en moratalaz, madrid.

La vivienda cuenta con 73m² construidos según catastro y está f...",2ª,calle Corregidor Juan Francisco de Luján,Fontarrón (Distrito Moratalaz. Madrid Capital),175.000,2.397,3.0,73,"calle Corregidor Juan Francisco de Luján, Fontarrón (Distrito Moratalaz. Madrid Capital)","{'lat': 40.4023196, 'lng': -3.6483095}"
2.0,"Magnífica vivienda en en el barrio de Chamberí, Nuevos Ministerios-Ríos Rosas; uno de los más conocidos y desead...",7ª,"calle Ríos Rosas, nº 42",Ríos Rosas (Distrito Chamberí. Madrid Capital),800.000,5.000,3.0,160,"calle Ríos Rosas, nº 42, Ríos Rosas (Distrito Chamberí. Madrid Capital)","{'lat': 40.4414898, 'lng': -3.6972318}"
3.0,Inmueble situado en el barrio de la Estrella junto a todos los servicios que ofrece la zona. (colegios e institu...,,"calle Estrella Polar, nº 6",Estrella (Distrito Retiro. Madrid Capital),550.000,3.293,5.0,167,"calle Estrella Polar, nº 6, Estrella (Distrito Retiro. Madrid Capital)","{'lat': 40.4104594, 'lng': -3.6669526}"
2.0,"Boher gestión inmobiliaria vende: bonito y luminoso piso en quintana, calle los urquiza,  junto a la calle alcal...",3ª,Quintana,Ventas (Distrito Ciudad Lineal. Madrid Capital),310.000,2.767,3.0,112,"Quintana, Ventas (Distrito Ciudad Lineal. Madrid Capital)","{'lat': 40.4361723, 'lng': -3.6371661}"
2.0,1º A. Piso en un inmueble de obra nueva de 142 m2 de superficie construida y situado en la zona de Torrejón de A...,1ª,"calle Circunvalación,  18",Zona Sureste (Torrejón de Ardoz),285.000,2.005,4.0,142,"calle Circunvalación,  18, Zona Sureste (Torrejón de Ardoz)","{'lat': 40.4511899, 'lng': -3.45907}"
1.0,Agencia inmobiliaria de madrid zona oporto - opañel - abrantes vende en exclusiva piso en la calle castelo branc...,1ª,Abrantes,Abrantes (Distrito Carabanchel. Madrid Capital),130.000,2.000,3.0,65,"Abrantes, Abrantes (Distrito Carabanchel. Madrid Capital)","{'lat': 40.3754163, 'lng': -3.7309677}"
4.0,"Piso en rosales, 182.58 m², 3 dormitorios,  4 baños,  interior, muy luminoso, 2plazas de garaje.  Salón independ...",,Rosales,Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital),985.000,5.382,3.0,183,"Rosales, Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital)","{'lat': 40.427922, 'lng': -3.7217838}"
2.0,"Se vende vivienda en zona Restón, compuesta por amplio salón-comedor, cocina con tendedero cubierto, 4 dormitori...",2ª,Avenida Mar Mediterráneo,El Restón (Valdemoro),209.000,1.917,4.0,109,"Avenida Mar Mediterráneo, El Restón (Valdemoro)","{'lat': 40.1841821, 'lng': -3.6790109}"
1.0,Agencia inmobiliaria de madrid - zona campamento - colonia jardin vende piso en la calle villaviciosa compuesto ...,2ª,calle Villaviciosa,Campamento (Distrito Latina. Madrid Capital),112.000,2.196,2.0,51,"calle Villaviciosa, Campamento (Distrito Latina. Madrid Capital)","{'lat': 40.3975455, 'lng': -3.7701702}"
1.0,"Hogar Norte gestiona en exclusiva la venta de piso exterior de 3 dormitorios, salón, cocina y baño. Dispone de u...",3ª,Casco Antiguo,Casco Antiguo (San Sebastián de los Reyes),178.000,2.170,3.0,82,"Casco Antiguo, Casco Antiguo (San Sebastián de los Reyes)","{'lat': 40.5589672, 'lng': -3.6261976}"
1.0,"Piso de 2 dormitorios con amplio salón con cocina americana, dos dormitorios y baño completo con suelos de tarim...",2ª,calle Viriato,Almagro (Distrito Chamberí. Madrid Capital),314.000,5.607,2.0,56,"calle Viriato, Almagro (Distrito Chamberí. Madrid Capital)","{'lat': 40.4357763, 'lng': -3.6991079}"
3.0,"Boher gestión inmobiliaria vende: magnífico piso de alto standing para reformar, 2ª planta exterior con terraza,...",2ª,calle de Don Ramón de La Cruz,Recoletos (Distrito Salamanca. Madrid Capital),1.450.000,7.474,4.0,194,"calle de Don Ramón de La Cruz, Recoletos (Distrito Salamanca. Madrid Capital)","{'lat': 40.4289896, 'lng': -3.681209}"
1.0,"oportunidad....piso exterior de 2 habitaciones,salon independiente,terraza,baño,cocina amueblada y con electrodo...",1ª,"calle La Plata, nº 79",Zona Sureste (Torrejón de Ardoz),140.000,1.944,2.0,72,"calle La Plata, nº 79, Zona Sureste (Torrejón de Ardoz)","{'lat': 40.455723, 'lng': -3.4541421}"
1.0,"Excelente oportunidad en el Barrio de la Concepción. 
 Sexta planta a reformar, con una gran terraza. 
 Dispone ...",6ª,calle Virgen de Lourdes,Concepción (Distrito Ciudad Lineal. Madrid Capital),199.000,2.842,3.0,70,"calle Virgen de Lourdes, Concepción (Distrito Ciudad Lineal. Madrid Capital)","{'lat': 40.4360276, 'lng': -3.6573575}"
1.0,TECNOCASA VENDE. Piso de 38 m2 útiles en planta baja interior con ventana a patio muy luminoso. El inmueble se d...,,Justicia-Chueca,Justicia-Chueca (Distrito Centro. Madrid Capital),150.000,3.947,1.0,38,"Justicia-Chueca, Justicia-Chueca (Distrito Centro. Madrid Capital)","{'lat': 40.4225194, 'lng': -3.6970153}"
2.0,"Inmonieves ofrece vivienda de tres dormitorios y dos baños junto  a la calle real.
Por su ubicación la vivien...",,calle Hontanillas,Casco Antiguo (San Sebastián de los Reyes),204.000,2.487,3.0,82,"calle Hontanillas, Casco Antiguo (San Sebastián de los Reyes)","{'lat': 40.5492729, 'lng': -3.6225677}"
1.0,"¿Quieres vivir al lado de General Ricardos? ¿Una zona en la que puedes encontrar todo tipo de comercio, colegios...",1ª,calle de Clara Campoamor,Puerta Bonita (Distrito Carabanchel. Madrid Capital),169.000,2.315,3.0,73,"calle de Clara Campoamor, Puerta Bonita (Distrito Carabanchel. Madrid Capital)","{'lat': 40.3829439, 'lng': -3.7332451}"
